1,2.494,0.143,0.141,1.1384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7787,0.82348,0.92314,0.56464,0.66661,0.78788,0.73774,0.75012,1.4384,2.0718,0.4307,1.6939,0.90624,1.4905,1.4367,1.5577,0,0,0,0,0,0,0,0,0.63849,0.90133,1.3819,1.3057,1.7329,0.67773
1,2.926,0.1735,0.142,0.62912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7787,0.82348,0.92314,0.56464,0.66661,0.78788,0.73774,0.75012,0.42861,0,0,0.42348,0.54374,0.46175,0.31782,0.45787,0,0,0,0,0,0,0,0,1.0046,0.30399,1.3218,1.7045,0.82778,0.27974
1,2.494,0.129,0.141,1.1584,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7787,0.82348,0.92314,0.56464,0.66661,0.78788,0.73774,0.75012,0.090092,1.0359,0,0,0,0.085959,0.10454,0.12591,0,0,0,0,0,0,0,0,1.4821,0.53518,1.8337,0.54714,0.72701,0.86929
1,1.598,0.1075,0.085,0.81742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.81796,0.98818,0.92314,0.63522,0.69836,0.84002,0.77631,0.80473,0.91706,1.0359,2.1535,0,0.18125,0.90201,1.1085,0.84228,0,0,0,0,0,0,0,0,1.5278,0.31887,0.22792,1.1077,0.96273,0.70297
1,1.598,0.107,0.075,0.86255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.73945,0.82348,0.92314,0.56464,0.60313,0.7587,0.72003,0.72322,0.68416,0,1.7228,0.42348,1.2687,0.71552,0.43737,0.61907,0,0,0,0,0,0,0,0,1.0418,1.4154,1.6822,1.9125,1.0618,0.54413
1,1.796,0.143,0.141,1.0732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.73945,0.82348,0.92314,0.56464,0.60313,0.7587,0.72003,0.72322,1.3315,1.0359,0.4307,1.6939,0.72499,1.3946,1.3808,1.4385,3.9371,4.6446,17.565,0,0,6.5161,2.3584,4.2837,1.5171,1.5088,1.2805,1.5069,0.25837,0.83826
1,2.685,0.162,0.13,0.58372,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.73945,0.82348,0.92314,0.56464,0.60313,0.7587,0.72003,0.72322,0.43634,0,0,0.84696,0.54374,0.47338,0.32263,0.46931,0,0,0,0,0,0,0,0,0.17541,0.93094,0.39246,1.4071,0.97312,0.55204
1,2.685,0.2125,0.12,0.78154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.73945,0.82348,0.92314,0.56464,0.60313,0.7587,0.72003,0.72322,0.20062,1.0359,0,0.42348,0.18125,0.1906,0.20885,0.16788,0,0,0,0,0,0,0,0,0.38358,0.22413,0.84524,0.83397,0.53692,0.60307
1,2.685,0.159,0.125,0.59345,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.73945,0.82348,0.92314,0.56464,0.60313,0.7587,0.72003,0.72322,1.3315,1.0359,0.4307,1.6939,0.72499,1.3946,1.3808,1.4385,3.5409,3.1068,0,26.933,0,0,4.2648,4.832,1.416,0.43841,0.22017,1.6705,1.2524,1.7903
1,0.599,0.074,0.04,0.56668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.82185,0.82348,1.0071,0.63522,0.69836,0.84827,0.78089,0.81197,0.93958,0,2.5842,0,0.18125,0.95023,1.1351,0.88521,0,0,0,0,0,0,0,0,0.78466,1.8744,1.6702,1.6504,1.0399,0.31104
