year,manuf_name,num_manuf,brand,num_brand,model_name,price,cylinder,weight,horsepower,fuel_cost,nb_households,sj,i1b_poids_vide,i1b_puis_fisc,i1b_cylindree,i1b_euro_km,i2b_poids_vide,i2b_puis_fisc,i2b_cylindree,i2b_euro_km,i3b_poids_vide,i3b_puis_fisc,i3b_cylindree,i3b_euro_km
2004,"SUZUKI",19,"SUZUKI",37,"IGNIS",1.52194,1.328,9.55,6,7.780097,7233494,.0001035,.9654011263,.960406,.9878774534,.9150122,.2369807932,.201637,.2308220733,.2470848,.957061403,.810061,.924807641,1.011643
2004,"SUZUKI",19,"SUZUKI",37,"IGNIS",1.616407,1.328,9.65,6,8.184258,7233494,1.33e-06,.9654011263,.960406,.9878774534,.9150122,.2369807932,.201637,.2308220733,.2470848,.957061403,.810061,.924807641,1.011643
2004,"SUZUKI",19,"SUZUKI",37,"IGNIS",1.673087,1.248,10.2,4,4.704344,7233494,.0001692,.9654011263,.960406,.9878774534,.9150122,.2369807932,.201637,.2308220733,.2470848,.957061403,.810061,.924807641,1.011643
2004,"SUZUKI",19,"SUZUKI",37,"IGNIS",1.716811,1.49,10.1,6,8.68946,7233494,.0000849,.9654011263,.960406,.9878774534,.9150122,.2369807932,.201637,.2308220733,.2470848,.957061403,.810061,.924807641,1.011643
2004,"SUZUKI",19,"SUZUKI",37,"JIMNY",1.790226,1.461,11.4,5,5.730103,7233494,.0001685,.9654011263,.960406,.9878774534,.9150122,.266116419,.229449,.2607328906,.286147,.6706985131,.67125,.6718315085,.6061893
2004,"SUZUKI",19,"SUZUKI",37,"JIMNY",1.649875,1.328,10.5,6,9.295701,7233494,.0002137,.9654011263,.960406,.9878774534,.9150122,.266116419,.229449,.2607328906,.286147,.6706985131,.67125,.6718315085,.6061893
2004,"SUZUKI",19,"SUZUKI",37,"LIANA",1.639079,1.586,11.4,7,8.638939,7233494,9.95e-06,.9654011263,.960406,.9878774534,.9150122,.251493425,.217282,.2491503392,.273961,1.04284835,1.00241,1.05138571,.9798186
2004,"SUZUKI",19,"SUZUKI",37,"LIANA",1.477136,1.328,11.7,6,8.234778,7233494,7.30e-06,.9654011263,.960406,.9878774534,.9150122,.251493425,.217282,.2491503392,.273961,1.04284835,1.00241,1.05138571,.9798186
2004,"SUZUKI",19,"SUZUKI",37,"LIANA",1.552709,1.398,12.05,5,4.987312,7233494,.0000504,.9654011263,.960406,.9878774534,.9150122,.251493425,.217282,.2491503392,.273961,1.04284835,1.00241,1.05138571,.9798186
2004,"SUZUKI",19,"SUZUKI",37,"SAMURAI",1.498728,1.87,11.05,5,6.366781,7233494,.0000106,.9654011263,.960406,.9878774534,.9150122,.266116419,.231188,.2535004504,.2902336,.6706985131,.67125,.6718315085,.6061893
2004,"SUZUKI",19,"SUZUKI",37,"SAMURAI",1.498728,1.87,10.85,5,6.366781,7233494,2.65e-06,.9654011263,.960406,.9878774534,.9150122,.266116419,.231188,.2535004504,.2902336,.6706985131,.67125,.6718315085,.6061893
2004,"SUZUKI",19,"SUZUKI",37,"VITARA",2.588064,1.997,15.05,7,7.003459,7233494,.000653,.9654011263,.960406,.9878774534,.9150122,.2308225814,.198161,.2174219055,.2569243,.6706985131,.67125,.6718315085,.6061893
2004,"SUZUKI",19,"SUZUKI",37,"VITARA",2.016946,1.997,12.49,6,6.048442,7233494,.0000285,.9654011263,.960406,.9878774534,.9150122,.2308225814,.198161,.2174219055,.2569243,.6706985131,.67125,.6718315085,.6061893
2004,"SUZUKI",19,"SUZUKI",37,"VITARA",2.717619,2.493,14.05,10,12.52899,7233494,1.33e-06,.9654011263,.960406,.9878774534,.9150122,.2308225814,.198161,.2174219055,.2569243,.6706985131,.67125,.6718315085,.6061893
2004,"SUZUKI",19,"SUZUKI",37,"VITARA",2.016946,1.997,12.29,6,5.836216,7233494,6.64e-07,.9654011263,.960406,.9878774534,.9150122,.2308225814,.198161,.2174219055,.2569243,.6706985131,.67125,.6718315085,.6061893
2004,"SUZUKI",19,"SUZUKI",37,"WAGON-R",1.389687,1.328,9.75,6,7.578017,7233494,.000146,.9654011263,.960406,.9878774534,.9150122,.2455890463,.20859,.2421536568,.2603337,.7585790267,.639522,.7172314369,.6573499
2004,"SUZUKI",19,"SUZUKI",37,"WAGON-R",1.424774,1.328,10.2,6,8.184258,7233494,.0000153,.9654011263,.960406,.9878774534,.9150122,.2455890463,.20859,.2421536568,.2603337,.7585790267,.639522,.7172314369,.6573499
2004,"SUZUKI",19,"SUZUKI",37,"WAGON-R",1.486852,1.328,10,6,8.7905,7233494,.0000285,.9654011263,.960406,.9878774534,.9150122,.2455890463,.20859,.2421536568,.2603337,.7585790267,.639522,.7172314369,.6573499
2004,"SUZUKI",19,"SUZUKI",37,"WAGON-R",1.384289,1.248,10.55,5,4.951941,7233494,.0000743,.9654011263,.960406,.9878774534,.9150122,.2455890463,.20859,.2421536568,.2603337,.7585790267,.639522,.7172314369,.6573499
2004,"TOYOTA",20,"DAIHATSU",8,"COPEN",2.059051,.659,8.23,5,7.628537,7233494,3.32e-06,.9397756115,.932074,.9613419859,.8892372,.5829222053,.580576,.5918584902,.6116815,.2280386028,.418416,.3136508031,.3185149
2004,"TOYOTA",20,"DAIHATSU",8,"CUORE",1.412359,.989,7.45,4,7.072816,7233494,.0000106,.9397756115,.932074,.9613419859,.8892372,.5758369509,.575362,.5818273771,.6024045,.9320063434,.785273,.9010555025,.9795959
2004,"TOYOTA",20,"DAIHATSU",8,"CUORE",1.174842,.989,7.2,4,5.759293,7233494,.0000365,.9397756115,.932074,.9613419859,.8892372,.5758369509,.575362,.5818273771,.6024045,.9320063434,.785273,.9010555025,.9795959
2004,"TOYOTA",20,"DAIHATSU",8,"SIRION",1.535975,1.298,9,6,7.527497,7233494,.0000153,.9397756115,.932074,.9613419859,.8892372,.5726916276,.568409,.5771274317,.5997025,.9320063434,.785273,.9010555025,.9795959
2004,"TOYOTA",20,"DAIHATSU",8,"SIRION",1.444208,1.298,8.5,6,6.820215,7233494,.0000192,.9397756115,.932074,.9613419859,.8892372,.5726916276,.568409,.5771274317,.5997025,.9320063434,.785273,.9010555025,.9795959
2004,"TOYOTA",20,"DAIHATSU",8,"TERIOS",1.887391,1.298,10.55,6,9.245181,7233494,.0000511,.9397756115,.932074,.9613419859,.8892372,.5803618018,.578838,.586998838,.6087993,.6942080283,.681165,.6953864983,.6279382
2004,"TOYOTA",20,"DAIHATSU",8,"YRV",1.541373,1.298,8.92,5,7.325417,7233494,.0000113,.9397756115,.932074,.9613419859,.8892372,.5719301283,.56667,.5771274317,.5973607,.9320063434,.785273,.9010555025,.9795959
2004,"TOYOTA",20,"DAIHATSU",8,"YRV",1.72005,1.298,9.27,8,8.335819,7233494,6.64e-07,.9397756115,.932074,.9613419859,.8892372,.5719301283,.56667,.5771274317,.5973607,.9320063434,.785273,.9010555025,.9795959
2004,"TOYOTA",20,"LEXUS",20,"IS",3.296295,1.988,14.3,11,11.77119,7233494,1.99e-06,.9397756115,.932074,.9613419859,.8892372,.5274431178,.500617,.5210475013,.5365648,1.468962931,1.55766,1.546700514,1.288223
2004,"TOYOTA",20,"LEXUS",20,"IS",4.369437,2.997,15,15,12.93315,7233494,6.64e-07,.9397756115,.932074,.9613419859,.8892372,.5274431178,.500617,.5210475013,.5365648,1.468962931,1.55766,1.546700514,1.288223
2004,"TOYOTA",20,"LEXUS",20,"IS",3.177537,1.988,13.8,10,11.67015,7233494,8.63e-06,.9397756115,.932074,.9613419859,.8892372,.5274431178,.500617,.5210475013,.5365648,1.468962931,1.55766,1.546700514,1.288223
2004,"TOYOTA",20,"LEXUS",20,"IS",4.509787,2.997,15.4,15,13.38783,7233494,1.33e-06,.9397756115,.932074,.9613419859,.8892372,.5274431178,.500617,.5210475013,.5365648,1.468962931,1.55766,1.546700514,1.288223
2004,"TOYOTA",20,"LEXUS",20,"LS",9.137036,4.293,18.4,20,13.64043,7233494,6.64e-07,.9397756115,.932074,.9613419859,.8892372,.5716983676,.554503,.5642215947,.6009634,.7219724086,1.00737,.9042355976,.7082385
2004,"TOYOTA",20,"LEXUS",20,"RX",5.66606,2.995,18.35,15,14.54979,7233494,.0000378,.9397756115,.932074,.9613419859,.8892372,.5717535487,.563194,.574093001,.5993422,.6942080283,.681165,.6953864983,.6279382
2004,"TOYOTA",20,"TOYOTA",38,"AVENSIS",2.84469,1.995,14.4,7,5.588619,7233494,.0001626,.9397756115,.932074,.9613419859,.8892372,.497866043,.504093,.5073203146,.5428455,1.468962931,1.55766,1.546700514,1.288223
2004,"TOYOTA",20,"TOYOTA",38,"AVENSIS",2.999399,1.998,14.45,10,10.20506,7233494,.0000239,.9397756115,.932074,.9613419859,.8892372,.497866043,.504093,.5073203146,.5428455,1.468962931,1.55766,1.546700514,1.288223
2004,"TOYOTA",20,"TOYOTA",38,"AVENSIS",2.999399,1.998,14.45,10,10.20506,7233494,.0000146,.9397756115,.932074,.9613419859,.8892372,.497866043,.504093,.5073203146,.5428455,1.468962931,1.55766,1.546700514,1.288223
2004,"TOYOTA",20,"TOYOTA",38,"AVENSIS",2.75832,1.995,14,7,5.482506,7233494,.0003968,.9397756115,.932074,.9613419859,.8892372,.497866043,.504093,.5073203146,.5428455,1.468962931,1.55766,1.546700514,1.288223
2004,"TOYOTA",20,"TOYOTA",38,"AVENSIS",2.389415,1.794,12.75,8,8.638939,7233494,.0001752,.9397756115,.932074,.9613419859,.8892372,.497866043,.504093,.5073203146,.5428455,1.468962931,1.55766,1.546700514,1.288223
2004,"TOYOTA",20,"TOYOTA",38,"AVENSIS",3.118158,1.995,15.25,7,6.119184,7233494,.0000717,.9397756115,.932074,.9613419859,.8892372,.497866043,.504093,.5073203146,.5428455,1.468962931,1.55766,1.546700514,1.288223
2004,"TOYOTA",20,"TOYOTA",38,"CELICA",2.880641,1.794,11,9,9.346221,7233494,.0000232,.9397756115,.932074,.9613419859,.8892372,.5798651719,.573623,.5832267135,.6086192,.2280386028,.418416,.3136508031,.3185149
2004,"TOYOTA",20,"TOYOTA",38,"COROLLA",2.114111,1.364,12.3,5,4.527489,7233494,2.65e-06,.9397756115,.932074,.9613419859,.8892372,.4752417881,.500617,.4911290789,.5378057,.7183702435,.61176,.6800646118,.6383994
2004,"TOYOTA",20,"TOYOTA",38,"COROLLA",2.243666,1.995,13.05,6,5.517877,7233494,.0000126,.9397756115,.932074,.9613419859,.8892372,.4752417881,.500617,.4911290789,.5378057,.7183702435,.61176,.6800646118,.6383994
2004,"TOYOTA",20,"TOYOTA",38,"COROLLA",3.496025,1.995,15.05,7,5.836216,7233494,3.98e-06,.9397756115,.932074,.9613419859,.8892372,.4752417881,.500617,.4911290789,.5378057,.7183702435,.61176,.6800646118,.6383994
2004,"TOYOTA",20,"TOYOTA",38,"COROLLA",2.62963,1.995,15.05,7,5.836216,7233494,.0005833,.9397756115,.932074,.9613419859,.8892372,.4752417881,.500617,.4911290789,.5378057,.7183702435,.61176,.6800646118,.6383994
2004,"TOYOTA",20,"TOYOTA",38,"COROLLA",2.024179,1.598,11.4,7,8.487379,7233494,.000223,.9397756115,.932074,.9613419859,.8892372,.4752417881,.500617,.4911290789,.5378057,.7183702435,.61176,.6800646118,.6383994
2004,"TOYOTA",20,"TOYOTA",38,"COROLLA",2.354327,1.598,13.75,7,8.99258,7233494,.0003106,.9397756115,.932074,.9613419859,.8892372,.4752417881,.500617,.4911290789,.5378057,.7183702435,.61176,.6800646118,.6383994
2004,"TOYOTA",20,"TOYOTA",38,"COROLLA",2.294084,1.995,13.15,7,5.341022,7233494,.0004446,.9397756115,.932074,.9613419859,.8892372,.4752417881,.500617,.4911290789,.5378057,.7183702435,.61176,.6800646118,.6383994
2004,"TOYOTA",20,"TOYOTA",38,"COROLLA",2.114111,1.364,12.05,5,4.527489,7233494,.0000199,.9397756115,.932074,.9613419859,.8892372,.4752417881,.500617,.4911290789,.5378057,.7183702435,.61176,.6800646118,.6383994
2004,"TOYOTA",20,"TOYOTA",38,"L.CRUISER",4.025038,2.982,19.8,11,8.948865,7233494,.0004612,.9397756115,.932074,.9613419859,.8892372,.5498466482,.551026,.5515134901,.5935626,.6942080283,.681165,.6953864983,.6279382
2004,"TOYOTA",20,"TOYOTA",38,"L.CRUISER",3.830707,2.982,18.4,11,8.842752,7233494,.0002256,.9397756115,.932074,.9613419859,.8892372,.5498466482,.551026,.5515134901,.5935626,.6942080283,.681165,.6953864983,.6279382
2004,"TOYOTA",20,"TOYOTA",38,"MR",2.918428,1.794,9.9,8,8.99258,7233494,.0000119,.9397756115,.932074,.9613419859,.8892372,.5810791563,.575362,.5832267135,.6092497,.2280386028,.418416,.3136508031,.3185149
2004,"TOYOTA",20,"TOYOTA",38,"PREVIA",3.698453,1.995,17.4,8,6.755862,7233494,.0000173,.9397756115,.932074,.9613419859,.8892372,.5374860797,.538858,.5457716474,.5695543,.3455984939,.311333,.3187680989,.2936353
2004,"TOYOTA",20,"TOYOTA",38,"PREVIA",3.571598,2.362,16.05,10,11.41755,7233494,5.97e-06,.9397756115,.932074,.9613419859,.8892372,.5374860797,.538858,.5457716474,.5695543,.3455984939,.311333,.3187680989,.2936353
2004,"TOYOTA",20,"TOYOTA",38,"PREVIA",3.603986,2.362,15.95,11,13.08471,7233494,1.99e-06,.9397756115,.932074,.9613419859,.8892372,.5374860797,.538858,.5457716474,.5695543,.3455984939,.311333,.3187680989,.2936353
2004,"TOYOTA",20,"TOYOTA",38,"RAV4",3.25311,1.995,13.7,8,6.720491,7233494,.0012296,.9397756115,.932074,.9613419859,.8892372,.5635315634,.557979,.5665031216,.5946563,.6942080283,.681165,.6953864983,.6279382
2004,"TOYOTA",20,"TOYOTA",38,"RAV4",2.875243,1.998,12.1,10,10.45766,7233494,.000349,.9397756115,.932074,.9613419859,.8892372,.5635315634,.557979,.5665031216,.5946563,.6942080283,.681165,.6953864983,.6279382
2004,"TOYOTA",20,"TOYOTA",38,"YARIS",1.628283,1.298,9.35,5,7.578017,7233494,.0001931,.9397756115,.932074,.9613419859,.8892372,.5405210407,.549288,.550060918,.5661146,.9320063434,.785273,.9010555025,.9795959
2004,"TOYOTA",20,"TOYOTA",38,"YARIS",1.558107,1.497,9.5,6,8.184258,7233494,.0001261,.9397756115,.932074,.9613419859,.8892372,.5405210407,.549288,.550060918,.5661146,.9320063434,.785273,.9010555025,.9795959
2004,"TOYOTA",20,"TOYOTA",38,"YARIS",1.630118,1.364,9.75,4,4.138408,7233494,.0009396,.9397756115,.932074,.9613419859,.8892372,.5405210407,.549288,.550060918,.5661146,.9320063434,.785273,.9010555025,.9795959
2004,"TOYOTA",20,"TOYOTA",38,"YARIS",1.423155,.998,9.05,4,6.517095,7233494,.0000451,.9397756115,.932074,.9613419859,.8892372,.5405210407,.549288,.550060918,.5661146,.9320063434,.785273,.9010555025,.9795959
2004,"TOYOTA",20,"TOYOTA",38,"YARIS",1.315193,.998,9,4,6.769695,7233494,.0020412,.9397756115,.932074,.9613419859,.8892372,.5405210407,.549288,.550060918,.5661146,.9320063434,.785273,.9010555025,.9795959
2004,"VOLKSWAGEN",21,"AUDI",2,"A2",2.503638,1.422,10.2,4,4.20915,7233494,.0000478,.8237938889,.819034,.8442104213,.7964642,1.936183737,1.93294,1.965619054,1.72905,.8253637836,.715868,.7923793972,.8930718
2004,"VOLKSWAGEN",21,"AUDI",2,"A2",2.377323,1.39,9.2,5,7.274897,7233494,.0000285,.8237938889,.819034,.8442104213,.7964642,1.936183737,1.93294,1.965619054,1.72905,.8253637836,.715868,.7923793972,.8930718
2004,"VOLKSWAGEN",21,"AUDI",2,"A3",4.637722,3.189,15.25,17,12.02379,7233494,.0000186,.8237938889,.819034,.8442104213,.7964642,1.881885525,1.85298,1.89698312,1.671467,.795019391,.75652,.7908536373,.7535144
2004,"VOLKSWAGEN",21,"AUDI",2,"A3",4.47578,3.189,14.95,17,12.98367,7233494,.0000126,.8237938889,.819034,.8442104213,.7964642,1.881885525,1.85298,1.89698312,1.671467,.795019391,.75652,.7908536373,.7535144
2004,"VOLKSWAGEN",21,"AUDI",2,"A3",2.932787,1.896,12.95,6,4.881199,7233494,.0003603,.8237938889,.819034,.8442104213,.7964642,1.881885525,1.85298,1.89698312,1.671467,.795019391,.75652,.7908536373,.7535144
2004,"VOLKSWAGEN",21,"AUDI",2,"A3",2.737376,1.595,12.05,7,8.588419,7233494,.0001121,.8237938889,.819034,.8442104213,.7964642,1.881885525,1.85298,1.89698312,1.671467,.795019391,.75652,.7908536373,.7535144
2004,"VOLKSWAGEN",21,"AUDI",2,"A3",3.341855,1.968,13.4,8,5.305651,7233494,.0008653,.8237938889,.819034,.8442104213,.7964642,1.881885525,1.85298,1.89698312,1.671467,.795019391,.75652,.7908536373,.7535144
2004,"VOLKSWAGEN",21,"AUDI",2,"A4",4.891973,2.976,15.55,15,13.58991,7233494,1.99e-06,.8237938889,.819034,.8442104213,.7964642,1.765674108,1.73304,1.781811644,1.575298,1.274692317,1.37423,1.35222613,1.158081
2004,"VOLKSWAGEN",21,"AUDI",2,"A4",3.676861,1.896,14.6,8,5.553248,7233494,.0002369,.8237938889,.819034,.8442104213,.7964642,1.765674108,1.73304,1.781811644,1.575298,1.274692317,1.37423,1.35222613,1.158081
2004,"VOLKSWAGEN",21,"AUDI",2,"A4",4.41586,2.496,16.5,11,7.251056,7233494,.0000252,.8237938889,.819034,.8442104213,.7964642,1.765674108,1.73304,1.781811644,1.575298,1.274692317,1.37423,1.35222613,1.158081
2004,"VOLKSWAGEN",21,"AUDI",2,"A4",4.206414,1.781,15.4,10,10.40714,7233494,.0000206,.8237938889,.819034,.8442104213,.7964642,1.765674108,1.73304,1.781811644,1.575298,1.274692317,1.37423,1.35222613,1.158081
2004,"VOLKSWAGEN",21,"AUDI",2,"A4",4.210732,2.496,15.95,10,6.579007,7233494,.0000644,.8237938889,.819034,.8442104213,.7964642,1.765674108,1.73304,1.781811644,1.575298,1.274692317,1.37423,1.35222613,1.158081
2004,"VOLKSWAGEN",21,"AUDI",2,"A4",4.816399,2.496,17.2,10,6.755862,7233494,.0000259,.8237938889,.819034,.8442104213,.7964642,1.765674108,1.73304,1.781811644,1.575298,1.274692317,1.37423,1.35222613,1.158081
2004,"VOLKSWAGEN",21,"AUDI",2,"A4",4.494673,2.496,16.25,12,8.029218,7233494,.0000358,.8237938889,.819034,.8442104213,.7964642,1.765674108,1.73304,1.781811644,1.575298,1.274692317,1.37423,1.35222613,1.158081
2004,"VOLKSWAGEN",21,"AUDI",2,"A4",3.554108,1.896,14.05,8,5.553248,7233494,.0004439,.8237938889,.819034,.8442104213,.7964642,1.765674108,1.73304,1.781811644,1.575298,1.274692317,1.37423,1.35222613,1.158081
2004,"VOLKSWAGEN",21,"AUDI",2,"A4",5.044955,2.976,16.1,15,13.69095,7233494,2.65e-06,.8237938889,.819034,.8442104213,.7964642,1.765674108,1.73304,1.781811644,1.575298,1.274692317,1.37423,1.35222613,1.158081
2004,"VOLKSWAGEN",21,"AUDI",2,"A4",5.644144,2.976,17.2,15,13.84251,7233494,1.99e-06,.8237938889,.819034,.8442104213,.7964642,1.765674108,1.73304,1.781811644,1.575298,1.274692317,1.37423,1.35222613,1.158081
2004,"VOLKSWAGEN",21,"AUDI",2,"A4",3.879289,2.496,15.1,10,6.472894,7233494,.0001155,.8237938889,.819034,.8442104213,.7964642,1.765674108,1.73304,1.781811644,1.575298,1.274692317,1.37423,1.35222613,1.158081
2004,"VOLKSWAGEN",21,"AUDI",2,"A6",4.027953,1.896,14.8,8,5.553248,7233494,.0000259,.8237938889,.819034,.8442104213,.7964642,1.797568789,1.77997,1.82606566,1.631912,.6216659648,.891365,.8013410937,.6355333
2004,"VOLKSWAGEN",21,"AUDI",2,"A6",5.89278,3.123,16.8,18,13.33731,7233494,8.63e-06,.8237938889,.819034,.8442104213,.7964642,1.797568789,1.77997,1.82606566,1.631912,.6216659648,.891365,.8013410937,.6355333
2004,"VOLKSWAGEN",21,"AUDI",2,"A6",4.483876,2.496,16.45,10,6.579007,7233494,9.95e-06,.8237938889,.819034,.8442104213,.7964642,1.797568789,1.77997,1.82606566,1.631912,.6216659648,.891365,.8013410937,.6355333
2004,"VOLKSWAGEN",21,"AUDI",2,"A6",5.3832,2.496,17.65,12,8.595155,7233494,9.29e-06,.8237938889,.819034,.8442104213,.7964642,1.797568789,1.77997,1.82606566,1.631912,.6216659648,.891365,.8013410937,.6355333
2004,"VOLKSWAGEN",21,"AUDI",2,"A6",4.229734,1.896,15.4,8,5.800845,7233494,6.64e-06,.8237938889,.819034,.8442104213,.7964642,1.797568789,1.77997,1.82606566,1.631912,.6216659648,.891365,.8013410937,.6355333
2004,"VOLKSWAGEN",21,"AUDI",2,"A6",4.444686,2.496,15.6,10,6.579007,7233494,.0000133,.8237938889,.819034,.8442104213,.7964642,1.797568789,1.77997,1.82606566,1.631912,.6216659648,.891365,.8013410937,.6355333
2004,"VOLKSWAGEN",21,"AUDI",2,"A6",4.027953,1.896,14.9,8,5.800845,7233494,9.29e-06,.8237938889,.819034,.8442104213,.7964642,1.797568789,1.77997,1.82606566,1.631912,.6216659648,.891365,.8013410937,.6355333
2004,"VOLKSWAGEN",21,"AUDI",2,"A6",3.976455,1.896,15.75,8,5.62399,7233494,.0000113,.8237938889,.819034,.8442104213,.7964642,1.797568789,1.77997,1.82606566,1.631912,.6216659648,.891365,.8013410937,.6355333
2004,"VOLKSWAGEN",21,"AUDI",2,"A6",5.311944,2.967,17.65,15,8.09996,7233494,.000148,.8237938889,.819034,.8442104213,.7964642,1.797568789,1.77997,1.82606566,1.631912,.6216659648,.891365,.8013410937,.6355333
2004,"VOLKSWAGEN",21,"AUDI",2,"A8",8.861733,2.967,18.3,15,8.170702,7233494,1.99e-06,.8237938889,.819034,.8442104213,.7964642,1.917532522,1.87905,1.932711831,1.709017,.6216659648,.891365,.8013410937,.6355333
2004,"VOLKSWAGEN",21,"AUDI",2,"A8",9.38319,4.172,18,25,14.54979,7233494,4.65e-06,.8237938889,.819034,.8442104213,.7964642,1.917532522,1.87905,1.932711831,1.709017,.6216659648,.891365,.8013410937,.6355333
2004,"VOLKSWAGEN",21,"AUDI",2,"ALLROAD",5.796154,2.496,18.15,12,8.4183,7233494,8.63e-06,.8237938889,.819034,.8442104213,.7964642,1.917146254,1.90513,1.949039958,1.717993,.7153345727,.704961,.7245173689,.6586537
2004,"VOLKSWAGEN",21,"AUDI",2,"ALLROAD",6.008839,2.496,18.5,13,9.267203,7233494,.0000139,.8237938889,.819034,.8442104213,.7964642,1.917146254,1.90513,1.949039958,1.717993,.7153345727,.704961,.7245173689,.6586537
2004,"VOLKSWAGEN",21,"AUDI",2,"S3",4.18914,1.781,14.2,15,11.41755,7233494,1.33e-06,.8237938889,.819034,.8442104213,.7964642,1.941922572,1.92251,1.973459901,1.729168,.1719618205,.301418,.2322669421,.2461296
2004,"VOLKSWAGEN",21,"AUDI",2,"S4",6.652832,4.163,16.6,26,16.26748,7233494,3.98e-06,.8237938889,.819034,.8442104213,.7964642,1.920291577,1.85819,1.92368459,1.691339,.1719618205,.301418,.2322669421,.2461296
2004,"VOLKSWAGEN",21,"AUDI",2,"S4",6.786705,4.163,17.2,26,16.36852,7233494,7.30e-06,.8237938889,.819034,.8442104213,.7964642,1.920291577,1.85819,1.92368459,1.691339,.1719618205,.301418,.2322669421,.2461296
2004,"VOLKSWAGEN",21,"AUDI",2,"TT",3.529493,1.781,12.8,11,9.800902,7233494,.0000325,.8237938889,.819034,.8442104213,.7964642,1.877912485,1.82169,1.887157345,1.648557,.1719618205,.301418,.2322669421,.2461296
2004,"VOLKSWAGEN",21,"AUDI",2,"TT",4.886035,3.189,15.2,17,12.02379,7233494,.0000146,.8237938889,.819034,.8442104213,.7964642,1.877912485,1.82169,1.887157345,1.648557,.1719618205,.301418,.2322669421,.2461296
2004,"VOLKSWAGEN",21,"AUDI",2,"TT",3.941907,1.781,13.4,11,9.952462,7233494,7.30e-06,.8237938889,.819034,.8442104213,.7964642,1.877912485,1.82169,1.887157345,1.648557,.1719618205,.301418,.2322669421,.2461296
2004,"VOLKSWAGEN",21,"AUDI",2,"TT",5.493861,3.189,15.9,17,12.02379,7233494,1.33e-06,.8237938889,.819034,.8442104213,.7964642,1.877912485,1.82169,1.887157345,1.648557,.1719618205,.301418,.2322669421,.2461296
2004,"VOLKSWAGEN",21,"AUDI",2,"TT",5.013969,3.189,14.9,17,12.83211,7233494,1.99e-06,.8237938889,.819034,.8442104213,.7964642,1.877912485,1.82169,1.887157345,1.648557,.1719618205,.301418,.2322669421,.2461296
2004,"VOLKSWAGEN",21,"SEAT",32,"ALHAMBRA",3.608305,1.896,16.82,8,7.251056,7233494,.0000226,.8237938889,.819034,.8442104213,.7964642,1.920832352,1.92077,1.958166066,1.725687,.3247859843,.293486,.3030947733,.2841612
2004,"VOLKSWAGEN",21,"SEAT",32,"ALHAMBRA",3.550761,1.896,16.49,8,6.119184,7233494,.0000285,.8237938889,.819034,.8442104213,.7964642,1.920832352,1.92077,1.958166066,1.725687,.3247859843,.293486,.3030947733,.2841612
2004,"VOLKSWAGEN",21,"SEAT",32,"ALTEA",2.664717,1.984,14.15,10,11.01338,7233494,1.33e-06,.8237938889,.819034,.8442104213,.7964642,1.895735983,1.8947,1.930399884,1.693614,.6829089292,.580032,.6496394167,.6154955
2004,"VOLKSWAGEN",21,"SEAT",32,"ALTEA",2.791033,1.968,14.65,8,5.730103,7233494,.0000159,.8237938889,.819034,.8442104213,.7964642,1.895735983,1.8947,1.930399884,1.693614,.6829089292,.580032,.6496394167,.6154955
2004,"VOLKSWAGEN",21,"SEAT",32,"ALTEA",2.562154,1.896,14.05,6,5.27028,7233494,.000361,.8237938889,.819034,.8442104213,.7964642,1.895735983,1.8947,1.930399884,1.693614,.6829089292,.580032,.6496394167,.6154955
2004,"VOLKSWAGEN",21,"SEAT",32,"ALTEA",1.995353,1.595,13.2,7,9.346221,7233494,.0000405,.8237938889,.819034,.8442104213,.7964642,1.895735983,1.8947,1.930399884,1.693614,.6829089292,.580032,.6496394167,.6154955
2004,"VOLKSWAGEN",21,"SEAT",32,"AROSA",1.308715,1.39,9.29,5,8.99258,7233494,6.64e-07,.8237938889,.819034,.8442104213,.7964642,1.926880201,1.92598,1.952812083,1.712567,.8253637836,.715868,.7923793972,.8930718
2004,"VOLKSWAGEN",21,"SEAT",32,"AROSA",1.299754,1.39,8.99,4,7.527497,7233494,.0000577,.8237938889,.819034,.8442104213,.7964642,1.926880201,1.92598,1.952812083,1.712567,.8253637836,.715868,.7923793972,.8930718
2004,"VOLKSWAGEN",21,"SEAT",32,"AROSA",1.345422,1.716,9.55,4,4.20915,7233494,9.29e-06,.8237938889,.819034,.8442104213,.7964642,1.926880201,1.92598,1.952812083,1.712567,.8253637836,.715868,.7923793972,.8930718
2004,"VOLKSWAGEN",21,"SEAT",32,"CORDOBA",2.002587,1.896,11.88,6,4.775085,7233494,.0000956,.8237938889,.819034,.8442104213,.7964642,1.89606707,1.90165,1.926452842,1.688049,.795019391,.75652,.7908536373,.7535144
2004,"VOLKSWAGEN",21,"SEAT",32,"CORDOBA",1.647716,1.39,11.07,6,9.09362,7233494,6.64e-07,.8237938889,.819034,.8442104213,.7964642,1.89606707,1.90165,1.926452842,1.688049,.795019391,.75652,.7908536373,.7535144
2004,"VOLKSWAGEN",21,"SEAT",32,"CORDOBA",1.887391,1.39,10.66,6,8.133739,7233494,4.65e-06,.8237938889,.819034,.8442104213,.7964642,1.89606707,1.90165,1.926452842,1.688049,.795019391,.75652,.7908536373,.7535144
