5.4285e-05,0.97089,2.494,0.143,0.141,1.1384,0,15.413,79,1
0.00058561,0.97089,2.926,0.1735,0.142,0.62912,0,12.573,79,1
5.6614e-05,0.97089,2.494,0.129,0.141,1.1584,1,13.87,79,1
0.00057591,0.97089,1.598,0.1075,0.085,0.81742,0,11.366,79,1
9.6578e-06,0.97089,1.598,0.107,0.075,0.86255,0,16.765,80,1
3.1299e-05,0.97089,1.796,0.143,0.141,1.0732,0,15.46,80,1
0.00056587,0.97089,2.685,0.162,0.13,0.58372,0,12.469,80,1
0.0062864,0.97089,2.685,0.2125,0.12,0.78154,0,9.7752,80,1
1.2396e-05,0.97089,2.685,0.159,0.125,0.59345,1,16.27,80,1
2.2479e-06,0.97089,0.599,0.074,0.04,0.56668,1,15.522,80,1
6.4898e-05,0.97089,1.91,0.129,0.085,0.50265,0,12.537,81,1
4.8305e-05,0.97089,1.108,0.084,0.04,0.677,0,12.675,81,1
1.4704e-05,0.97089,1.242,0.0935,0.059,0.71211,0,14.202,81,1
4.3412e-07,0.97089,1.242,0.091,0.059,0.70709,0,16.497,81,1
0.0016783,0.97089,1.596,0.1029,0.074,0.82243,0,9.7537,82,1
0.00081108,0.97089,1.796,0.112,0.085,0.90769,0,11.005,82,1
0.00047603,0.97089,1.998,0.1465,0.085,0.63561,0,11.876,82,1
0.0001157,0.97089,1.951,0.1618,0.082,0.6648,0,12.172,82,1
2.109e-07,0.97089,1.984,0.1622,0.12,1.2688,1,17.352,82,1
4.227e-06,0.97089,1.948,0.128,0.1,0.97288,0,13.926,82,1
2.8974e-06,0.97089,2.401,0.1541,0.12,0.55454,0,15.631,82,1
0.0002075,0.97089,2.401,0.1545,0.12,0.55778,0,10.052,82,1
2.5149e-05,0.97089,1.995,0.1285,0.074,0.51562,0,14.996,83,1
7.0589e-05,0.97089,1.389,0.0978,0.066,0.81742,0,12.641,83,1
4.6067e-05,0.97089,1.686,0.1318,0.055,0.47347,0,13.498,83,1
3.8424e-06,0.97089,2.198,0.1375,0.108,1.0331,0,18.424,83,1
