0,1.246092,2
0,1.325396,2
0,1.159722,3
0,1.143862,3
0,1.335999,3
0,.8615075,3
0,1.757891,2
0,1.429827,3
0,2.109469,2
0,1.323914,2
3.809524,0,1
0,1.590475,3
.952381,0,1
0,1.62361,2
0,1.408233,2
0,1.590475,3
.2380952,0,1
0,1.090788,2
0,1.325396,3
0,1.48322,2
0,1.323914,2
0,2.862855,2
0,.9089886,2
0,1.136236,2
0,.7191372,3
0,1.27238,3
0,1.141049,2
0,1.032653,3
0,1.590475,3
0,1.136236,2
0,1.565622,2
4.761905,0,1
0,1.179603,2
0,1.14225,2
0,.7910509,3
0,.9127793,2
0,1.265681,3
0,1.159722,2
.4761905,0,1
0,2.247304,2
0,1.325396,2
.7142857,0,1
0,1.142326,2
0,1.140972,2
0,1.41848,2
.7142857,0,1
0,1.391666,3
0,1.015333,2
0,1.140972,2
0,1.159722,2
0,1.825502,2
0,.5393528,3
0,.7614997,2
7.619048,0,1
0,1.588697,2
12.38095,0,1
0,1.130073,2
0,1.513045,2
0,1.14225,2
0,.7372808,3
0,1.136238,2
0,.7533818,2
0,.973601,2
0,1.107471,2
0,1.137136,2
0,1.136312,2
0,1.200349,3
0,1.82242,2
0,.6325754,3
0,1.112088,2
0,1.192857,2
0,1.113333,3
0,1.186576,2
0,.9131979,2
0,1.323914,2
0,1.104497,2
1.904762,0,1
.952381,0,1
0,1.239532,3
0,1.654893,2
0,.577708,3
0,1.14225,2
2.857143,0,1
0,1.765219,3
0,1.130073,2
0,.9090493,2
0,1.41848,3
0,1.318418,2
0,.7791331,3
3.809524,0,1
0,2.224176,3
0,1.161856,2
0,1.48322,3
0,.6592091,2
0,1.053205,3
0,.8721843,2
0,1.140972,3
0,2.650792,2
0,1.392249,2
5.714286,0,1
0,1.175816,2
0,.8240113,3
2.857143,0,1
0,1.132851,2
0,1.323914,2
0,1.384339,3
0,1.242559,2
0,.9929356,3
0,1.134784,3
.2380952,0,1
0,1.136641,2
0,.6816323,3
0,1.48322,2
0,1.015333,2
0,1.06386,3
5.714286,0,1
11.42857,0,1
0,1.191523,3
0,1.054735,3
24.76191,0,1
4.047619,0,1
0,1.192857,3
0,1.406313,3
0,1.018778,2
0,1.588697,3
0,1.186576,2
0,1.192857,3
0,1.140221,2
0,1.270958,3
0,1.27238,3
1.904762,0,1
0,1.325396,2
.4761905,0,1
0,1.107471,3
0,.8482535,3
0,1.373561,2
0,1.590475,2
0,1.140972,2
3.809524,0,1
0,1.136312,2
1.428571,0,1
0,1.461561,2
0,1.325396,2
0,1.117762,2
0,.9267399,3
0,1.234275,2
1.904762,0,1
12.38095,0,1
0,1.325396,2
0,1.090786,2
0,.6679996,3
0,1.140221,2
.952381,0,1
0,1.244697,3
0,.662698,3
11.42857,0,1
0,1.059131,2
0,1.140974,2
0,1.158425,3
0,1.278061,3
.4761905,0,1
1.904762,0,1
0,.4964678,3
0,1.143862,2
0,.9542852,3
0,1.582102,3
.4761905,0,1
0,2.472034,2
0,1.445714,2
0,.9277773,3
0,1.141049,2
0,1.325396,2
0,.9929356,3
.4761905,0,1
0,1.985871,2
0,.7062954,2
0,1.348573,2
.952381,0,1
0,1.323914,3
0,1.186576,3
0,.994047,3
0,.7952377,2
0,1.325396,3
0,1.648023,2
0,1.325396,3
0,1.489403,2
0,1.456279,2
0,1.090786,2
0,.7910509,3
0,.9040581,2
0,1.140221,2
0,1.158425,2
3.809524,0,1
0,1.134784,2
0,.9388222,2
0,1.158425,3
1.904762,0,1
0,.9542852,2
.4761905,0,1
0,2.307232,2
0,1.323914,3
0,2.224176,2
0,.9929356,3
5.714286,0,1
0,1.648023,2
0,.9929356,3
0,1.159722,2
5.714286,0,1
.4761905,0,1
0,1.325396,2
0,.6519843,2
0,1.230524,2
0,1.378946,2
2.857143,0,1
0,1.977627,2
0,.9532182,2
0,.8520404,3
0,1.139841,2
0,1.325396,2
0,1.010787,2
0,1.412591,3
0,1.582102,2
0,1.186576,2
0,1.988094,2
0,.9228927,3
0,1.186576,2
0,.9277773,3
0,1.24117,2
0,1.192857,3
2.142857,0,1
0,.7943485,3
0,.9561602,3
0,.6816323,2
0,.9888136,3
0,.9929356,3
0,1.582102,2
0,1.765219,2
0,.7910509,3
1.904762,0,1
0,1.654893,3
0,1.136238,2
0,2.650792,2
0,.9127779,3
0,2.472034,2
0,2.647828,2
0,1.656745,2
0,.8789454,3
0,1.090282,2
0,.994047,2
0,1.145705,2
0,1.141049,2
0,1.158425,3
