0,3.080758,2
0,2.18896,2
0,1.995868,2
0,2.036391,2
0,1.783597,2
0,1.945742,2
0,2.850947,2
0,2.525384,2
0,2.245352,2
0,2.036391,2
0,3.471883,2
0,3.258225,2
.4761905,0,1
0,2.026815,2
0,4.48006,2
0,2.0366,2
0,2.594323,2
0,2.850947,2
0,2.107887,2
0,1.963282,2
0,1.629113,3
0,2.0366,2
0,3.648266,2
0,2.85124,2
0,1.384888,2
0,1.963663,2
0,3.165662,2
0,1.963081,2
.7142857,0,1
0,2.097483,2
0,2.026815,2
0,2.850947,2
0,2.416622,2
0,3.040222,2
0,4.072782,2
0,.9601114,2
0,2.0366,2
0,2.404383,3
0,2.280992,2
0,2.566116,2
0,1.963081,2
0,2.026815,2
.952381,0,1
0,2.618486,2
.4761905,0,1
0,1.955136,2
0,1.62928,3
.4761905,0,1
0,3.095632,2
0,2.618217,3
0,1.216089,3
0,1.792024,2
0,4.581879,3
0,3.0549,2
0,2.0366,2
0,2.74941,2
0,2.0366,2
0,2.0366,2
0,2.094573,2
0,1.995663,2
0,2.605905,2
0,2.199302,3
0,3.207315,2
0,3.665504,2
0,1.83294,2
0,1.963081,3
0,1.963081,2
1.904762,0,1
0,4.48006,3
0,1.540379,2
0,2.071398,3
0,1.824133,2
0,2.036391,2
0,1.955136,2
0,2.499207,2
0,2.932403,2
0,1.945742,2
0,3.258225,2
0,2.85124,2
0,1.792208,2
0,2.166942,2
0,2.443669,2
0,2.932704,2
0,4.887338,2
0,2.52813,2
0,9.164701,2
2.857143,0,1
.4761905,0,1
.952381,0,1
0,2.199528,2
0,4.887338,2
0,2.660194,2
0,2.036391,2
0,1.986278,2
.7142857,0,1
0,2.665821,2
0,2.280992,2
0,1.954935,3
0,4.053629,2
0,1.472311,2
0,1.64172,3
0,1.955136,2
1.428571,0,1
0,2.44392,2
0,2.044536,2
0,1.955136,2
0,2.260626,2
0,1.955136,2
0,1.955136,2
0,1.995868,3
0,2.05215,2
0,7.331007,2
0,1.963081,2
0,6.109172,3
0,1.589023,2
0,1.954935,2
0,2.44392,2
0,2.313578,2
0,1.954935,2
0,1.466201,2
0,3.258225,2
0,.977568,3
0,1.62928,2
0,1.963282,2
0,1.766773,2
0,1.963663,2
0,2.232739,2
0,1.013407,3
0,2.036391,2
.952381,0,1
0,3.972557,2
0,1.563543,2
0,1.953849,2
0,3.095632,2
0,2.052893,2
0,2.29094,3
0,1.297161,2
0,2.577244,3
0,3.665504,2
0,2.432178,2
0,3.421137,2
5.714286,0,1
0,1.954935,2
0,1.954935,2
0,1.832752,3
0,2.026815,2
0,2.0366,2
0,2.837541,2
0,1.953849,2
0,2.026815,2
0,2.915741,2
1.904762,0,1
0,1.20227,3
0,2.026815,3
0,2.291175,2
0,1.782025,2
0,2.0366,2
0,1.963663,2
0,1.954935,2
.2380952,0,1
0,2.850947,2
0,2.280992,2
1.428571,0,1
0,2.13821,2
0,2.199528,2
4.761905,0,1
0,2.026815,2
0,2.60658,2
0,2.0366,2
0,2.44392,2
0,8.96104,2
0,3.66588,2
0,4.072782,2
0,1.954935,2
0,4.871547,2
0,2.026815,2
.952381,0,1
0,.9163759,3
0,2.432178,2
0,2.44392,2
0,2.54575,2
0,1.629113,2
0,4.398604,2
0,1.356204,2
0,1.963663,2
0,1.309243,2
0,2.837541,2
0,2.769776,2
0,2.036391,2
0,2.007696,2
0,1.466201,2
0,2.062057,2
0,2.026815,2
0,2.026815,2
0,2.007696,2
0,3.818233,2
0,2.0366,2
0,2.443669,2
0,1.766773,2
0,1.963081,2
0,3.234121,2
0,2.44392,2
0,5.269718,2
0,5.701894,2
0,3.665504,2
1.904762,0,1
0,2.29094,2
5.714286,0,1
0,2.036391,2
0,1.832752,3
0,3.66588,2
0,2.443669,2
0,1.954935,2
0,1.840577,2
0,2.60658,2
0,1.496747,2
0,2.280992,2
0,2.660194,2
0,2.026815,3
0,3.502952,2
0,2.026815,2
0,1.840577,2
1.904762,0,1
0,2.837541,2
0,2.888211,2
0,3.66588,2
.952381,0,1
0,2.443669,2
1.904762,0,1
0,4.864355,2
0,3.471883,2
0,1.955136,2
0,4.101873,2
.952381,0,1
0,2.117846,2
0,5.131705,2
0,1.710568,2
0,1.963282,2
0,2.7362,2
0,2.342134,2
0,2.432178,2
0,2.135571,2
